HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.extremism level.label,Approve,Reject
34D9ZRXCYRNOMBNE6MWUDWSCEE9ASH,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3K3R2QNK8CWTJP37TNIWKMV6TH2U9S,A2RWC9K0YYUFGS,Approved,Mon Apr 10 05:20:33 PDT 2023,Mon Apr 10 05:20:49 PDT 2023,Thu Apr 13 05:20:49 PDT 2023,Thu Apr 13 05:21:25 PDT 2023,,,16,100% (5/5),100% (5/5),100% (5/5),@Telegraph All @RishiSunak  fault    he started it!   #Chancellor  #COVID19,Near-right,,
34D9ZRXCYRNOMBNE6MWUDWSCEE9ASH,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3EJPLAJKEN9NN5VJ13ESH4JJ5Y9Z6B,AEECQ4NOV6ZS0,Approved,Mon Apr 10 05:19:06 PDT 2023,Mon Apr 10 05:19:12 PDT 2023,Thu Apr 13 05:19:12 PDT 2023,Thu Apr 13 05:19:32 PDT 2023,,,6,100% (6/6),100% (6/6),100% (6/6),@Telegraph All @RishiSunak  fault    he started it!   #Chancellor  #COVID19,Neutral,,
34D9ZRXCYRNOMBNE6MWUDWSCEE9ASH,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3NGI5ARFTUYY2FSG8O49VAQONOM1PU,AG62J8MOAACK3,Approved,Mon Apr 10 05:18:16 PDT 2023,Mon Apr 10 05:18:36 PDT 2023,Thu Apr 13 05:18:36 PDT 2023,Thu Apr 13 05:19:24 PDT 2023,,,20,100% (16/16),100% (16/16),100% (16/16),@Telegraph All @RishiSunak  fault    he started it!   #Chancellor  #COVID19,Near-left,,
34D9ZRXCYRNOMBNE6MWUDWSCEE9ASH,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3M23Y66PO30QMT956BKKLBMGIJ9S6Z,AJ5UWNV6L01C9,Approved,Mon Apr 10 05:18:49 PDT 2023,Mon Apr 10 05:19:55 PDT 2023,Thu Apr 13 05:19:55 PDT 2023,Thu Apr 13 05:20:26 PDT 2023,,,66,100% (17/17),100% (17/17),100% (17/17),@Telegraph All @RishiSunak  fault    he started it!   #Chancellor  #COVID19,Near-left,,
34D9ZRXCYRNOMBNE6MWUDWSCEE9ASH,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3QIYRE09Y4AYZUG3S9RHRLLTN9M1NZ,ALWYGAPV8GI8I,Approved,Mon Apr 10 05:19:51 PDT 2023,Mon Apr 10 05:20:16 PDT 2023,Thu Apr 13 05:20:16 PDT 2023,Thu Apr 13 05:20:31 PDT 2023,,,25,100% (1/1),100% (1/1),100% (1/1),@Telegraph All @RishiSunak  fault    he started it!   #Chancellor  #COVID19,Neutral,,
3LOJFQ4BOX8OWZDILNEUCB98INTDK5,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3C8HJ7UOP8NPC8GBOJL960G5VYNZMK,A1NPD0F3HKCOBF,Approved,Mon Apr 10 05:18:11 PDT 2023,Mon Apr 10 05:18:47 PDT 2023,Thu Apr 13 05:18:47 PDT 2023,Thu Apr 13 05:19:26 PDT 2023,,,36,100% (11/11),100% (11/11),100% (11/11),"Alejandria: One good practice is to assign safety officers sa school to check and ensure that the standards are being followed.

#StopCOVIDDeaths #COVID19",Neutral,,
3LOJFQ4BOX8OWZDILNEUCB98INTDK5,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3LUY3GC630TCD17IX4LIWKH1QAM7PX,A1Q61CGJ7T9X2B,Approved,Mon Apr 10 05:18:32 PDT 2023,Mon Apr 10 05:20:23 PDT 2023,Thu Apr 13 05:20:23 PDT 2023,Thu Apr 13 05:20:33 PDT 2023,,,111,100% (2/2),100% (2/2),100% (2/2),"Alejandria: One good practice is to assign safety officers sa school to check and ensure that the standards are being followed.

#StopCOVIDDeaths #COVID19",Neutral,,
3LOJFQ4BOX8OWZDILNEUCB98INTDK5,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3FFJ6VRIL2H6E4KUZAAP8862WIM0IF,A1RCAHQDSEGHCV,Approved,Mon Apr 10 05:19:08 PDT 2023,Mon Apr 10 05:19:16 PDT 2023,Thu Apr 13 05:19:16 PDT 2023,Thu Apr 13 05:19:34 PDT 2023,,,8,100% (3/3),100% (3/3),100% (3/3),"Alejandria: One good practice is to assign safety officers sa school to check and ensure that the standards are being followed.

#StopCOVIDDeaths #COVID19",Near-left,,
3LOJFQ4BOX8OWZDILNEUCB98INTDK5,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,33JKGHPFYDNVVJ2SLVAFBD9WLKGNMS,A4D99Y82KOLC8,Approved,Mon Apr 10 05:18:58 PDT 2023,Mon Apr 10 05:19:14 PDT 2023,Thu Apr 13 05:19:14 PDT 2023,Thu Apr 13 05:19:33 PDT 2023,,,16,100% (2/2),100% (2/2),100% (2/2),"Alejandria: One good practice is to assign safety officers sa school to check and ensure that the standards are being followed.

#StopCOVIDDeaths #COVID19",Near-right,,
3LOJFQ4BOX8OWZDILNEUCB98INTDK5,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,36V4Q8R5ZLTGYGFK1N2WF741QV3MQE,AORHXBTOCXFUK,Approved,Mon Apr 10 05:18:31 PDT 2023,Mon Apr 10 05:20:01 PDT 2023,Thu Apr 13 05:20:01 PDT 2023,Thu Apr 13 05:20:27 PDT 2023,,,90,100% (6/6),100% (6/6),100% (6/6),"Alejandria: One good practice is to assign safety officers sa school to check and ensure that the standards are being followed.

#StopCOVIDDeaths #COVID19",Near-right,,
308KJXFUJRZP1B0TVM1KN1OYGXNAT6,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3TVSS0C0E2TPV81QMT2ETAHF84GTWQ,A2CR0YT6047177,Approved,Mon Apr 10 05:19:11 PDT 2023,Mon Apr 10 05:19:43 PDT 2023,Thu Apr 13 05:19:43 PDT 2023,Thu Apr 13 05:20:23 PDT 2023,,,32,100% (13/13),100% (13/13),100% (13/13),"Dr. Lim will share a memorandum between DepEd and DOH that schools can use as a basis for their protocols.

#StopCOVIDDeaths #COVID19",Neutral,,
308KJXFUJRZP1B0TVM1KN1OYGXNAT6,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,39L1G8WVWRKRVQNTAQ72I7NNISV13J,A2OPFEYJOGO43T,Approved,Mon Apr 10 05:19:16 PDT 2023,Mon Apr 10 05:21:01 PDT 2023,Thu Apr 13 05:21:01 PDT 2023,Thu Apr 13 05:21:27 PDT 2023,,,105,100% (16/16),100% (16/16),100% (16/16),"Dr. Lim will share a memorandum between DepEd and DOH that schools can use as a basis for their protocols.

#StopCOVIDDeaths #COVID19",Neutral,,
308KJXFUJRZP1B0TVM1KN1OYGXNAT6,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,37Z929RLGA1WORKH2OSDWLEU2RKTSB,A3GU8EXBORLDYA,Approved,Mon Apr 10 05:19:09 PDT 2023,Mon Apr 10 05:20:31 PDT 2023,Thu Apr 13 05:20:31 PDT 2023,Thu Apr 13 05:20:35 PDT 2023,,,82,100% (14/14),100% (14/14),100% (14/14),"Dr. Lim will share a memorandum between DepEd and DOH that schools can use as a basis for their protocols.

#StopCOVIDDeaths #COVID19",Neutral,,
308KJXFUJRZP1B0TVM1KN1OYGXNAT6,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,31Q0U3WYDQ89W9OGC2ASVOZ3NUH17O,A3K9ZNOQFBE037,Approved,Mon Apr 10 05:19:18 PDT 2023,Mon Apr 10 05:19:48 PDT 2023,Thu Apr 13 05:19:48 PDT 2023,Thu Apr 13 05:20:24 PDT 2023,,,30,100% (11/11),100% (11/11),100% (11/11),"Dr. Lim will share a memorandum between DepEd and DOH that schools can use as a basis for their protocols.

#StopCOVIDDeaths #COVID19",Near-left,,
308KJXFUJRZP1B0TVM1KN1OYGXNAT6,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3VHHR074H4AMMGSK5CSBF38HL0LL7D,AYEMIOSIJ7X7G,Approved,Mon Apr 10 05:19:11 PDT 2023,Mon Apr 10 05:19:22 PDT 2023,Thu Apr 13 05:19:22 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,,,11,100% (9/9),100% (9/9),100% (9/9),"Dr. Lim will share a memorandum between DepEd and DOH that schools can use as a basis for their protocols.

#StopCOVIDDeaths #COVID19",Neutral,,
3Y40HMYLL1BGX1NB61J8C5LY0W3UXL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3A1PQ49WVIA6PYUSPBW4M1OX1XD1HQ,A276Z4YRVX6Q0P,Approved,Mon Apr 10 05:19:40 PDT 2023,Mon Apr 10 05:20:21 PDT 2023,Thu Apr 13 05:20:21 PDT 2023,Thu Apr 13 05:20:33 PDT 2023,,,41,100% (6/6),100% (6/6),100% (6/6),"India logged 842 new coronavirus infections taking the total tally of COVID-19 cases to 4,46,64,810, while the active cases dipped to 12,752, according to the Union Health Ministry data updated on Friday (November 11)

#omicronvariant #covid19 #vaccination https://t.co/kfpj66R8fg",Near-right,,
3Y40HMYLL1BGX1NB61J8C5LY0W3UXL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3HMVI3QICKLSBTKHZB0S81J0RTPY1L,A3QPTE1PX514XA,Approved,Mon Apr 10 05:18:59 PDT 2023,Mon Apr 10 05:19:03 PDT 2023,Thu Apr 13 05:19:03 PDT 2023,Thu Apr 13 05:19:29 PDT 2023,,,4,100% (9/9),100% (9/9),100% (9/9),"India logged 842 new coronavirus infections taking the total tally of COVID-19 cases to 4,46,64,810, while the active cases dipped to 12,752, according to the Union Health Ministry data updated on Friday (November 11)

#omicronvariant #covid19 #vaccination https://t.co/kfpj66R8fg",Neutral,,
3Y40HMYLL1BGX1NB61J8C5LY0W3UXL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3S06PH7KSSXPDIPQ3FDEVG9Z95JD1S,A3R9XZVZYE0MHR,Approved,Mon Apr 10 05:19:10 PDT 2023,Mon Apr 10 05:19:55 PDT 2023,Thu Apr 13 05:19:55 PDT 2023,Thu Apr 13 05:20:26 PDT 2023,,,45,100% (5/5),100% (5/5),100% (5/5),"India logged 842 new coronavirus infections taking the total tally of COVID-19 cases to 4,46,64,810, while the active cases dipped to 12,752, according to the Union Health Ministry data updated on Friday (November 11)

#omicronvariant #covid19 #vaccination https://t.co/kfpj66R8fg",Neutral,,
3Y40HMYLL1BGX1NB61J8C5LY0W3UXL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,38JBBYETQP3BXN09MS70ZWYNL1UE4Z,A3SAT3XIGG47M6,Approved,Mon Apr 10 05:21:05 PDT 2023,Mon Apr 10 05:22:02 PDT 2023,Thu Apr 13 05:22:02 PDT 2023,Thu Apr 13 05:22:26 PDT 2023,,,57,100% (11/11),100% (11/11),100% (11/11),"India logged 842 new coronavirus infections taking the total tally of COVID-19 cases to 4,46,64,810, while the active cases dipped to 12,752, according to the Union Health Ministry data updated on Friday (November 11)

#omicronvariant #covid19 #vaccination https://t.co/kfpj66R8fg",Neutral,,
3Y40HMYLL1BGX1NB61J8C5LY0W3UXL,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3YJ6NA41JC95XW8KYDAFZAMAH5MPJM,APAMK3771GR3W,Approved,Mon Apr 10 05:18:33 PDT 2023,Mon Apr 10 05:19:39 PDT 2023,Thu Apr 13 05:19:39 PDT 2023,Thu Apr 13 05:19:42 PDT 2023,,,66,100% (9/9),100% (9/9),100% (9/9),"India logged 842 new coronavirus infections taking the total tally of COVID-19 cases to 4,46,64,810, while the active cases dipped to 12,752, according to the Union Health Ministry data updated on Friday (November 11)

#omicronvariant #covid19 #vaccination https://t.co/kfpj66R8fg",Neutral,,
351S7I5UG9P27RYDSWSL71LPH2VNJY,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,35USIKEBNS9T6GH0YF3YMHCAVK1N6I,A2VNEMVE8VC5F7,Approved,Mon Apr 10 05:18:42 PDT 2023,Mon Apr 10 05:20:30 PDT 2023,Thu Apr 13 05:20:30 PDT 2023,Thu Apr 13 05:20:35 PDT 2023,,,108,100% (8/8),100% (8/8),100% (8/8),#Covid19 left #world #crying . #coronavirus shows no #symptoms in 85% some in 15% &amp; serious #illnes in 5%. Its a big #pain. Usually sold @ #Amazon as #ebook in #cash https://t.co/GfCox2bjxI for #humanitywithheart https://t.co/VqVmmrTIiI gives it for #FREE https://t.co/PYpwbq4d4T,Neutral,,
351S7I5UG9P27RYDSWSL71LPH2VNJY,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3A9AA95ATXFXQXTZ9B6LY035Z4RP50,A3INIQ9SLHFE4P,Approved,Mon Apr 10 05:21:05 PDT 2023,Mon Apr 10 05:21:19 PDT 2023,Thu Apr 13 05:21:19 PDT 2023,Thu Apr 13 05:21:29 PDT 2023,,,14,100% (1/1),100% (1/1),100% (1/1),#Covid19 left #world #crying . #coronavirus shows no #symptoms in 85% some in 15% &amp; serious #illnes in 5%. Its a big #pain. Usually sold @ #Amazon as #ebook in #cash https://t.co/GfCox2bjxI for #humanitywithheart https://t.co/VqVmmrTIiI gives it for #FREE https://t.co/PYpwbq4d4T,Neutral,,
351S7I5UG9P27RYDSWSL71LPH2VNJY,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,32ZKVD547GGS8O5LCN0ROJ0W44M3B4,AG62J8MOAACK3,Approved,Mon Apr 10 05:19:17 PDT 2023,Mon Apr 10 05:19:53 PDT 2023,Thu Apr 13 05:19:53 PDT 2023,Thu Apr 13 05:20:25 PDT 2023,,,36,100% (16/16),100% (16/16),100% (16/16),#Covid19 left #world #crying . #coronavirus shows no #symptoms in 85% some in 15% &amp; serious #illnes in 5%. Its a big #pain. Usually sold @ #Amazon as #ebook in #cash https://t.co/GfCox2bjxI for #humanitywithheart https://t.co/VqVmmrTIiI gives it for #FREE https://t.co/PYpwbq4d4T,Near-left,,
351S7I5UG9P27RYDSWSL71LPH2VNJY,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,34T446B1C17F11YU70E3X587JD1C0O,AGPGKRQS4YIE9,Approved,Mon Apr 10 05:18:21 PDT 2023,Mon Apr 10 05:19:22 PDT 2023,Thu Apr 13 05:19:22 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,,,61,100% (4/4),100% (4/4),100% (4/4),#Covid19 left #world #crying . #coronavirus shows no #symptoms in 85% some in 15% &amp; serious #illnes in 5%. Its a big #pain. Usually sold @ #Amazon as #ebook in #cash https://t.co/GfCox2bjxI for #humanitywithheart https://t.co/VqVmmrTIiI gives it for #FREE https://t.co/PYpwbq4d4T,N/A,,
351S7I5UG9P27RYDSWSL71LPH2VNJY,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3OF2M9AATHHUMKG8378TRNO16TTZKG,AWEOVYNS6G6OR,Approved,Mon Apr 10 05:19:09 PDT 2023,Mon Apr 10 05:20:12 PDT 2023,Thu Apr 13 05:20:12 PDT 2023,Thu Apr 13 05:20:30 PDT 2023,,,63,100% (20/20),100% (20/20),100% (20/20),#Covid19 left #world #crying . #coronavirus shows no #symptoms in 85% some in 15% &amp; serious #illnes in 5%. Its a big #pain. Usually sold @ #Amazon as #ebook in #cash https://t.co/GfCox2bjxI for #humanitywithheart https://t.co/VqVmmrTIiI gives it for #FREE https://t.co/PYpwbq4d4T,Near-right,,
3GMLHYZ0LEQ5X6DLBX5AVJS722XUYR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3IOEN3P9S8CQS9ABTS50PAZ7SJW16O,A11W6B2XN545TF,Approved,Mon Apr 10 05:18:07 PDT 2023,Mon Apr 10 05:18:44 PDT 2023,Thu Apr 13 05:18:44 PDT 2023,Thu Apr 13 05:19:25 PDT 2023,,,37,100% (2/2),100% (2/2),100% (2/2),"An Indian national in the #US faces a maximum penalty of 20 years in prison if convicted in an $8 million #COVID19 relief fraud scheme, according to court documents. https://t.co/je1LCM4c1T",Neutral,,
3GMLHYZ0LEQ5X6DLBX5AVJS722XUYR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3JNQLM5FT5FF0FVEZ0BGJCR9AKZ2LE,A2TW985PTHOP3A,Approved,Mon Apr 10 05:18:27 PDT 2023,Mon Apr 10 05:19:14 PDT 2023,Thu Apr 13 05:19:14 PDT 2023,Thu Apr 13 05:19:33 PDT 2023,,,47,100% (5/5),100% (5/5),100% (5/5),"An Indian national in the #US faces a maximum penalty of 20 years in prison if convicted in an $8 million #COVID19 relief fraud scheme, according to court documents. https://t.co/je1LCM4c1T",Far-right,,
3GMLHYZ0LEQ5X6DLBX5AVJS722XUYR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3ZPPDN2SLWPCUT6L3N3RG4937T99ER,A3LZHZSE1ZA3B2,Approved,Mon Apr 10 05:21:05 PDT 2023,Mon Apr 10 05:22:16 PDT 2023,Thu Apr 13 05:22:16 PDT 2023,Thu Apr 13 05:22:27 PDT 2023,,,71,100% (13/13),100% (13/13),100% (13/13),"An Indian national in the #US faces a maximum penalty of 20 years in prison if convicted in an $8 million #COVID19 relief fraud scheme, according to court documents. https://t.co/je1LCM4c1T",Far-left,,
3GMLHYZ0LEQ5X6DLBX5AVJS722XUYR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3F1567XTNXY1RWWQCEYRALYHQWW9Q2,AGZXQK81Y9BEI,Approved,Mon Apr 10 05:18:31 PDT 2023,Mon Apr 10 05:19:51 PDT 2023,Thu Apr 13 05:19:51 PDT 2023,Thu Apr 13 05:20:25 PDT 2023,,,80,100% (14/14),100% (14/14),100% (14/14),"An Indian national in the #US faces a maximum penalty of 20 years in prison if convicted in an $8 million #COVID19 relief fraud scheme, according to court documents. https://t.co/je1LCM4c1T",Far-left,,
3GMLHYZ0LEQ5X6DLBX5AVJS722XUYR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3H0W84IWBLVIYT27X43D7P9XDFEERI,AYYSG3O9FNU15,Approved,Mon Apr 10 05:18:22 PDT 2023,Mon Apr 10 05:18:34 PDT 2023,Thu Apr 13 05:18:34 PDT 2023,Thu Apr 13 05:19:23 PDT 2023,,,12,100% (6/6),100% (6/6),100% (6/6),"An Indian national in the #US faces a maximum penalty of 20 years in prison if convicted in an $8 million #COVID19 relief fraud scheme, according to court documents. https://t.co/je1LCM4c1T",Neutral,,
31S7M7DAGGJ6XURXSDQAWF49A9MLTZ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,30LSNF239VODAEN8EXE3RWZHTG5I2G,A230J2JPVXVTKB,Approved,Mon Apr 10 05:18:55 PDT 2023,Mon Apr 10 05:19:38 PDT 2023,Thu Apr 13 05:19:38 PDT 2023,Thu Apr 13 05:19:41 PDT 2023,,,43,100% (2/2),100% (2/2),100% (2/2),"#COVID19
November 11
0:00 UTC-5 = 14:00 JST(UTC+9)

data sourced by
- Johns Hopkins Coronavirus Resource Center
https://t.co/AI2uDR66Cd
- Japanese Ministry of Health, Labor and Welfare
https://t.co/FIA7oMavvl https://t.co/pzIgg1FjOp",Far-right,,
31S7M7DAGGJ6XURXSDQAWF49A9MLTZ,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:43 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:43 PDT 2023,,,3MYYFCXHJ409H1W0SNXOZZJZYH94G6,A26XKTGGGYBI4J,Approved,Mon Apr 10 05:20:33 PDT 2023,Mon Apr 10 05:20:47 PDT 2023,Thu Apr 13 05:20:47 PDT 2023,Thu Apr 13 05:21:24 PDT 2023,,,14,100% (6/6),100% (6/6),100% (6/6),"#COVID19
November 11
0:00 UTC-5 = 14:00 JST(UTC+9)

data sourced by
- Johns Hopkins Coronavirus Resource Center
https://t.co/AI2uDR66Cd
- Japanese Ministry of Health, Labor and Welfare
https://t.co/FIA7oMavvl https://t.co/pzIgg1FjOp",Near-right,,
